seq_name	lmbda	rate_bpp	n_pixels	psnr_db	dec_time_arm_sec	dec_time_ups_sec	dec_time_syn_sec	dec_time_blend_sec	dec_time_warp_sec	dec_time_bpred_sec	dec_time_all_sec
kodim11	0.0001	1.5274658203125	393216	40.9658111114933	0.0540039	0.0046395	0.0272039	0.0	0.0	0.0	0.0990594
kodim11	0.0004	0.8306070963541666	393216	36.58550338752855	0.0456077	0.00468611	0.0272366	0.0	0.0	0.0	0.0890244
kodim11	0.001	0.51251220703125	393216	33.787847714133136	0.0404244	0.00437901	0.0271412	0.0	0.0	0.0	0.0837143
kodim11	0.004	0.2208251953125	393216	30.03240065032967	0.0226484	0.00458564	0.0268301	0.0	0.0	0.0	0.0658
kodim11	0.02	0.07114664713541667	393216	26.27035303705017	0.0070341	0.00552081	0.0192544	0.0	0.0	0.0	0.0437865
kodim12	0.0001	0.9189046223958334	393216	41.51779570954349	0.0463992	0.0044587	0.0274354	0.0	0.0	0.0	0.0901668
kodim12	0.0004	0.4572347005208333	393216	37.9136334166696	0.0369256	0.00542154	0.0269869	0.0	0.0	0.0	0.0819959
kodim12	0.001	0.2634684244791667	393216	35.500987545906334	0.0292505	0.00473353	0.0273215	0.0	0.0	0.0	0.0727256
kodim12	0.004	0.10752360026041667	393216	32.36335531211218	0.0104002	0.00449255	0.0270499	0.0	0.0	0.0	0.0520011
kodim12	0.02	0.039632161458333336	393216	29.49586639375813	0.00483969	0.00505057	0.0188296	0.0	0.0	0.0	0.0407229
kodim13	0.0001	2.9688313802083335	393216	39.929175165917584	0.0658309	0.00491682	0.0308108	0.0	0.0	0.0	0.112727
kodim13	0.0004	1.8603922526041667	393216	34.77471486349431	0.0569136	0.00509525	0.0291076	0.0	0.0	0.0	0.103972
kodim13	0.001	1.24835205078125	393216	31.424018364496416	0.0507449	0.00532033	0.0288397	0.0	0.0	0.0	0.0975528
kodim13	0.004	0.5426839192708334	393216	26.694346633400414	0.0387454	0.0044631	0.0286231	0.0	0.0	0.0	0.0827044
kodim13	0.02	0.15769449869791666	393216	22.48468501187726	0.0129096	0.00497508	0.0188898	0.0	0.0	0.0	0.0492636
kodim14	0.0001	1.9081827799479167	393216	40.57741961936137	0.0601642	0.0044281	0.028383	0.0	0.0	0.0	0.10471
kodim14	0.0004	1.090087890625	393216	35.95179886191781	0.0511827	0.00415201	0.0280457	0.0	0.0	0.0	0.099215
kodim14	0.001	0.6743570963541666	393216	32.969903735887186	0.0451303	0.00513168	0.0279243	0.0	0.0	0.0	0.0907832
kodim14	0.004	0.2952677408854167	393216	29.059224656077618	0.0247814	0.00491715	0.0275412	0.0	0.0	0.0	0.0682065
kodim14	0.02	0.10679117838541667	393216	25.561581831401593	0.00736238	0.00330391	0.0270107	0.0	0.0	0.0	0.0491972
kodim15	0.0001	1.0826212565104167	393216	41.48512641232934	0.044742	0.00483546	0.0269725	0.0	0.0	0.0	0.088664
kodim15	0.0004	0.5470987955729166	393216	37.58572322030982	0.0356666	0.00476231	0.0270761	0.0	0.0	0.0	0.0788026
kodim15	0.001	0.3191324869791667	393216	35.185418475933645	0.0283109	0.00435397	0.0269517	0.0	0.0	0.0	0.0708494
kodim15	0.004	0.13079833984375	393216	31.93007202439742	0.0139368	0.00485883	0.0267468	0.0	0.0	0.0	0.0577538
kodim15	0.02	0.04931640625	393216	28.67698904709537	0.00285659	0.00452428	0.0187805	0.0	0.0	0.0	0.0370642
kodim16	0.0001	1.17022705078125	393216	41.43899424454014	0.0453655	0.00412121	0.0270244	0.0	0.0	0.0	0.0885428
kodim16	0.0004	0.6387532552083334	393216	37.52715429082214	0.0365926	0.00464068	0.0271399	0.0	0.0	0.0	0.0801852
kodim16	0.001	0.3902587890625	393216	34.85436662409113	0.0300183	0.00469376	0.0270171	0.0	0.0	0.0	0.0735831
kodim16	0.004	0.16326904296875	393216	31.126823178120056	0.0189228	0.00409457	0.0270364	0.0	0.0	0.0	0.0621126
kodim16	0.02	0.032328287760416664	393216	27.25302980160261	0.00174911	0.00520753	0.0149015	0.0	0.0	0.0	0.0329315
kodim17	0.0001	1.0741170247395833	393216	41.14909474372686	0.047813	0.00443994	0.027979	0.0	0.0	0.0	0.0918961
kodim17	0.0004	0.5691121419270834	393216	37.72328773563735	0.0346034	0.00464748	0.0274929	0.0	0.0	0.0	0.0787084
kodim17	0.001	0.3602091471354167	393216	35.336660352333105	0.0259341	0.00465349	0.0272282	0.0	0.0	0.0	0.069669
kodim17	0.004	0.16880289713541666	393216	31.8001038145321	0.012426	0.00545254	0.0192416	0.0	0.0	0.0	0.0489758
kodim17	0.02	0.06644694010416667	393216	28.128132795675718	0.00408122	0.00712284	0.0205229	0.0	0.0	0.0	0.0441074
kodim18	0.0001	1.9725545247395833	393216	39.71102845297922	0.060863	0.00489725	0.0284118	0.0	0.0	0.0	0.104124
kodim18	0.0004	1.1076863606770833	393216	35.650995567335414	0.0470172	0.00477503	0.0278634	0.0	0.0	0.0	0.0909617
kodim18	0.001	0.7176717122395834	393216	32.95437693232982	0.037605	0.00481272	0.0275733	0.0	0.0	0.0	0.081445
kodim18	0.004	0.3261515299479167	393216	28.903642656619375	0.0229774	0.00508673	0.0280008	0.0	0.0	0.0	0.06794
kodim18	0.02	0.08882649739583333	393216	24.667526821240962	0.00570632	0.00869657	0.0198161	0.0	0.0	0.0	0.0459069
kodim19	0.0001	1.38140869140625	393216	40.531171954353255	0.0475223	0.00450494	0.0273825	0.0	0.0	0.0	0.0926961
kodim19	0.0004	0.7439982096354166	393216	36.63046112094681	0.0340875	0.00483069	0.0270503	0.0	0.0	0.0	0.0777653
kodim19	0.001	0.4447021484375	393216	33.85425429209972	0.0312863	0.00470149	0.0270075	0.0	0.0	0.0	0.0743982
kodim19	0.004	0.18477376302083334	393216	30.472385572843564	0.0156504	0.00414738	0.026933	0.0	0.0	0.0	0.0585234
kodim19	0.02	0.07627360026041667	393216	27.48840844648158	0.00648747	0.00460627	0.0269378	0.0	0.0	0.0	0.0493362
kodim20	0.0001	0.9269612630208334	393216	41.480889976329095	0.0357424	0.00450301	0.027376	0.0	0.0	0.0	0.0795967
kodim20	0.0004	0.5128377278645834	393216	38.16581424425757	0.028867	0.00465291	0.0269134	0.0	0.0	0.0	0.0719536
kodim20	0.001	0.3091634114583333	393216	35.6162136314539	0.023883	0.00455246	0.0272286	0.0	0.0	0.0	0.0673913
kodim20	0.004	0.135009765625	393216	32.2856282817612	0.0151396	0.00523754	0.0270527	0.0	0.0	0.0	0.0594221
kodim20	0.02	0.05279541015625	393216	29.108148774613547	0.00373671	0.00678	0.0205679	0.0	0.0	0.0	0.0426672
kodim21	0.0001	1.4344075520833333	393216	40.57981689929476	0.04362	0.0048648	0.0280416	0.0	0.0	0.0	0.0886469
kodim21	0.0004	0.8469034830729166	393216	36.85951858299898	0.0357905	0.0049217	0.0274693	0.0	0.0	0.0	0.0798196
kodim21	0.001	0.5655924479166666	393216	34.14027004144207	0.0300496	0.0046976	0.0273706	0.0	0.0	0.0	0.0789392
kodim21	0.004	0.258056640625	393216	29.918927166709388	0.0205491	0.00508881	0.02734	0.0	0.0	0.0	0.0650991
kodim21	0.02	0.08396402994791667	393216	25.909391406036818	0.00601261	0.00495629	0.0187981	0.0	0.0	0.0	0.0408942
kodim22	0.0001	1.6272176106770833	393216	40.246657859519985	0.0556095	0.00443793	0.0277584	0.0	0.0	0.0	0.099533
kodim22	0.0004	0.8423055013020834	393216	36.06096362042188	0.043492	0.0046175	0.0274154	0.0	0.0	0.0	0.0869726
kodim22	0.001	0.5068359375	393216	33.39311431548282	0.0344004	0.00423402	0.0272619	0.0	0.0	0.0	0.0771315
kodim22	0.004	0.19293212890625	393216	29.682114058472283	0.0181531	0.00459793	0.0273726	0.0	0.0	0.0	0.06257
kodim22	0.02	0.05523681640625	393216	26.415757251563882	0.00505473	0.00729695	0.0209008	0.0	0.0	0.0	0.046147
kodim23	0.0001	0.6940511067708334	393216	41.97122931891588	0.0377762	0.00437601	0.0271437	0.0	0.0	0.0	0.0811249
kodim23	0.0004	0.36614990234375	393216	39.14413528485506	0.0292148	0.00496648	0.0272245	0.0	0.0	0.0	0.0729495
kodim23	0.001	0.23472086588541666	393216	36.99202800188378	0.0212167	0.00517856	0.0185394	0.0	0.0	0.0	0.0599267
kodim23	0.004	0.12215169270833333	393216	33.956364062536565	0.00981763	0.00507658	0.0271239	0.0	0.0	0.0	0.0538146
kodim23	0.02	0.05670166015625	393216	30.142058780824946	0.00424327	0.004941	0.0189466	0.0	0.0	0.0	0.0394875
kodim24	0.0001	1.79644775390625	393216	41.15684126181563	0.0586924	0.00480588	0.027744	0.0	0.0	0.0	0.102679
kodim24	0.0004	1.0675252278645833	393216	36.66987380314405	0.0509255	0.00464795	0.0280276	0.0	0.0	0.0	0.0951465
kodim24	0.001	0.7119344075520834	393216	33.68121678067156	0.0436853	0.00469609	0.0284322	0.0	0.0	0.0	0.0886051
kodim24	0.004	0.32830810546875	393216	29.325205312554814	0.0255913	0.00518744	0.0278321	0.0	0.0	0.0	0.0698096
kodim24	0.02	0.11195882161458333	393216	24.927022934637343	0.00873788	0.00558408	0.0192233	0.0	0.0	0.0	0.0454002
