seq_name	lmbda	rate_bpp	n_pixels	psnr_db	dec_time_arm_sec	dec_time_ups_sec	dec_time_syn_sec	dec_time_warp_sec	dec_time_bpred_sec	dec_time_all_sec
C-RaceHorses_832x480_30p_yuv420_8b	0.0004	0.6596554487179487	399360	37.90089936613186	0.0906423	0.0118541	0.186267	0.0	0.0	0.299797
C-RaceHorses_832x480_30p_yuv420_8b	0.001	0.4161458333333333	399360	35.21826107123247	0.0479112	0.00629212	0.0585335	0.0	0.0	0.119034
C-RaceHorses_832x480_30p_yuv420_8b	0.004	0.16412259615384617	399360	30.99093354314396	0.018756	0.021782	0.315642	0.0	0.0	0.371538
C-RaceHorses_832x480_30p_yuv420_8b	0.02	0.05963541666666667	399360	27.979536425937653	0.00462839	0.00639834	0.0153674	0.0	0.0	0.0338232
D-BQSquare_416x240_60p_yuv420_8b	0.0001	1.712099358974359	99840	41.84657315258245	0.0217673	0.00293596	0.0402152	0.0	0.0	0.0708205
D-BQSquare_416x240_60p_yuv420_8b	0.0004	0.9944711538461538	99840	36.77695180401863	0.0150793	0.00282092	0.00786216	0.0	0.0	0.0309924
D-BQSquare_416x240_60p_yuv420_8b	0.001	0.6927083333333334	99840	34.161509369557834	0.0101185	0.00163549	0.00459277	0.0	0.0	0.0187804
D-BQSquare_416x240_60p_yuv420_8b	0.004	0.3942307692307692	99840	30.27418586250527	0.00508063	0.00476965	0.0102835	0.0	0.0	0.025753
D-BQSquare_416x240_60p_yuv420_8b	0.02	0.1737179487179487	99840	25.608854334021718	0.00283671	0.00328079	0.00899536	0.0	0.0	0.0198403
D-BasketballPass_416x240_50p_yuv420_8b	0.0001	0.9548076923076924	99840	42.708098491884314	0.0211098	0.00245505	0.0390963	0.0	0.0	0.0689761
D-BasketballPass_416x240_50p_yuv420_8b	0.0004	0.5032051282051282	99840	38.428637218666495	0.0135457	0.0027509	0.0083313	0.0	0.0	0.0291999
D-BasketballPass_416x240_50p_yuv420_8b	0.001	0.33573717948717946	99840	36.034701242843205	0.00756037	0.00137207	0.00461528	0.0	0.0	0.0161715
D-BasketballPass_416x240_50p_yuv420_8b	0.004	0.15713141025641025	99840	32.321323994277165	0.00230185	0.00260684	0.00576866	0.0	0.0	0.0142712
D-BasketballPass_416x240_50p_yuv420_8b	0.02	0.05600961538461539	99840	28.08727749289405	0.000793291	0.00358791	0.00437202	0.0	0.0	0.0129581
D-BlowingBubbles_416x240_50p_yuv420_8b	0.0001	1.5667467948717948	99840	40.86151780809284	0.0223176	0.00308345	0.0381109	0.0	0.0	0.0692896
D-BlowingBubbles_416x240_50p_yuv420_8b	0.0004	0.8363782051282052	99840	36.476394068797724	0.0155854	0.00244557	0.00715008	0.0	0.0	0.0309651
D-BlowingBubbles_416x240_50p_yuv420_8b	0.001	0.520673076923077	99840	33.6933619836492	0.0094733	0.00109743	0.00400744	0.0	0.0	0.0175174
D-BlowingBubbles_416x240_50p_yuv420_8b	0.004	0.2266826923076923	99840	29.929615201378308	0.00271151	0.00247783	0.00660562	0.0	0.0	0.0152774
D-BlowingBubbles_416x240_50p_yuv420_8b	0.02	0.07323717948717949	99840	26.21472677327132	0.000505702	0.00280337	0.00392774	0.0	0.0	0.0105149
D-RaceHorses_416x240_30p_yuv420_8b	0.0001	1.4415865384615385	99840	42.141096133468494	0.0218936	0.00308952	0.0398937	0.0	0.0	0.0709122
D-RaceHorses_416x240_30p_yuv420_8b	0.0004	0.8197115384615384	99840	37.42210085235031	0.015683	0.0024666	0.00909086	0.0	0.0	0.0324299
D-RaceHorses_416x240_30p_yuv420_8b	0.001	0.5246794871794872	99840	34.44894581877986	0.0103364	0.00199426	0.00587809	0.0	0.0	0.0220619
D-RaceHorses_416x240_30p_yuv420_8b	0.004	0.23389423076923077	99840	30.560610308523977	0.00226593	0.00305254	0.0063126	0.0	0.0	0.0151927
D-RaceHorses_416x240_30p_yuv420_8b	0.02	0.11698717948717949	99840	27.343221556925577	0.00196828	0.00214027	0.00625694	0.0	0.0	0.013942
E-FourPeople_1280x720_60p_yuv420_8b	0.0001	0.4730989583333333	921600	44.296096688398954	0.144724	0.0294948	0.292816	0.0	0.0	0.48269
E-FourPeople_1280x720_60p_yuv420_8b	0.0004	0.2723263888888889	921600	41.54982734185769	0.15601	0.0249599	0.414845	0.0	0.0	0.613976
E-FourPeople_1280x720_60p_yuv420_8b	0.001	0.1893402777777778	921600	39.329782615949576	0.0718181	0.0135606	0.11085	0.0	0.0	0.20503
E-FourPeople_1280x720_60p_yuv420_8b	0.004	0.09903645833333333	921600	35.69359506817618	0.0279011	0.0186551	0.245078	0.0	0.0	0.302997
E-FourPeople_1280x720_60p_yuv420_8b	0.02	0.040616319444444444	921600	30.818329516188886	0.00791721	0.0110923	0.0362636	0.0	0.0	0.0660681
E-Johnny_1280x720_60p_yuv420_8b	0.0001	0.32354166666666667	921600	44.53371795672878	0.133852	0.0297345	0.294909	0.0	0.0	0.474748
E-Johnny_1280x720_60p_yuv420_8b	0.0004	0.17230034722222223	921600	42.21977170289912	0.156468	0.0279983	0.438435	0.0	0.0	0.922158
E-Johnny_1280x720_60p_yuv420_8b	0.001	0.10546006944444444	921600	40.23439166957231	0.0490149	0.0124235	0.109324	0.0	0.0	0.179446
E-Johnny_1280x720_60p_yuv420_8b	0.004	0.0528125	921600	37.080161669506076	0.0140892	0.0159392	0.0437074	0.0	0.0	0.0872349
E-Johnny_1280x720_60p_yuv420_8b	0.02	0.023654513888888888	921600	33.73368601675441	0.00360894	0.0128215	0.0354766	0.0	0.0	0.0599432
E-KristenAndSara_1280x720_60p_yuv420_8b	0.0001	0.3631510416666667	921600	44.936433921471505	0.111694	0.0213287	0.265626	0.0	0.0	0.413393
E-KristenAndSara_1280x720_60p_yuv420_8b	0.0004	0.20171006944444445	921600	42.30642059650223	0.121989	0.0245806	0.4234	0.0	0.0	0.588315
E-KristenAndSara_1280x720_60p_yuv420_8b	0.001	0.13572048611111112	921600	40.339628359012174	0.0609541	0.0243264	0.289626	0.0	0.0	0.390729
E-KristenAndSara_1280x720_60p_yuv420_8b	0.004	0.06905381944444444	921600	36.80188664766056	0.0168847	0.0357915	0.060806	0.0	0.0	0.134145
E-KristenAndSara_1280x720_60p_yuv420_8b	0.02	0.03181423611111111	921600	32.950140913286035	0.00542566	0.0125118	0.0347024	0.0	0.0	0.060382
F-ArenaOfValor_1920x1080_60p_yuv420_8b	0.0001	0.7139467592592592	2073600	42.86292557037926	0.383813	0.0471496	0.581468	0.0	0.0	1.04155
F-ArenaOfValor_1920x1080_60p_yuv420_8b	0.0004	0.34295524691358026	2073600	39.419780566237804	0.21361	0.0405768	0.6815	0.0	0.0	0.961936
F-ArenaOfValor_1920x1080_60p_yuv420_8b	0.001	0.21348765432098765	2073600	37.12784522390142	0.16443	0.0461613	0.543429	0.0	0.0	0.787584
F-ArenaOfValor_1920x1080_60p_yuv420_8b	0.004	0.0980054012345679	2073600	33.69142889767047	0.0627476	0.0456196	0.588402	0.0	0.0	0.722056
F-ArenaOfValor_1920x1080_60p_yuv420_8b	0.02	0.04023533950617284	2073600	30.058178532104087	0.0276659	0.0341006	0.381598	0.0	0.0	0.456924
F-BasketballDrillText_832x480_50p_yuv420_8b	0.0001	0.7978766025641025	399360	42.505924896791626	0.0788539	0.00863786	0.120112	0.0	0.0	0.222823
F-BasketballDrillText_832x480_50p_yuv420_8b	0.0004	0.3936097756410256	399360	38.792326064326076	0.0531246	0.0109759	0.189272	0.0	0.0	0.262528
F-BasketballDrillText_832x480_50p_yuv420_8b	0.001	0.23739983974358975	399360	36.74872791034749	0.039154	0.0114204	0.144561	0.0	0.0	0.203949
F-BasketballDrillText_832x480_50p_yuv420_8b	0.004	0.12600160256410256	399360	33.59604569542622	0.0183101	0.00841892	0.118302	0.0	0.0	0.151961
F-BasketballDrillText_832x480_50p_yuv420_8b	0.02	0.04809695512820513	399360	28.96105360379078	0.00237075	0.00775008	0.0157049	0.0	0.0	0.0313483
F-SlideEditing_1280x720_30p_yuv420_8b	0.0001	0.7552604166666667	921600	44.857790878691624	0.158401	0.0412622	0.355206	0.0	0.0	0.571958
F-SlideEditing_1280x720_30p_yuv420_8b	0.0004	0.5120052083333333	921600	41.97631275926643	0.13153	0.0190485	0.258237	0.0	0.0	0.420925
F-SlideEditing_1280x720_30p_yuv420_8b	0.001	0.40206597222222223	921600	39.33420024745059	0.156799	0.0237799	0.301315	0.0	0.0	0.496055
F-SlideEditing_1280x720_30p_yuv420_8b	0.004	0.2823611111111111	921600	34.03767540790329	0.179736	0.0225315	0.389972	0.0	0.0	0.606764
F-SlideEditing_1280x720_30p_yuv420_8b	0.02	0.14678819444444444	921600	27.509908911414556	0.0619585	0.0247953	0.12099	0.0	0.0	0.222667
F-SlideShow_1280x720_20p_yuv420_8b	0.0001	0.43802083333333336	921600	46.385886036829625	0.119668	0.034828	0.373062	0.0	0.0	0.545567
F-SlideShow_1280x720_20p_yuv420_8b	0.0004	0.2695138888888889	921600	43.507632937356775	0.097107	0.0142967	0.187086	0.0	0.0	0.309211
F-SlideShow_1280x720_20p_yuv420_8b	0.001	0.2105034722222222	921600	41.13430858118864	0.086426	0.0149852	0.17281	0.0	0.0	0.287802
F-SlideShow_1280x720_20p_yuv420_8b	0.004	0.1407986111111111	921600	36.87639714278985	0.128929	0.0288605	0.453754	0.0	0.0	0.629629
F-SlideShow_1280x720_20p_yuv420_8b	0.02	0.07625868055555556	921600	29.86778283188243	0.029848	0.0198384	0.131666	0.0	0.0	0.194407
