seq_name	lmbda	rate_bpp	n_pixels	psnr_db	dec_time_arm_sec	dec_time_ups_sec	dec_time_syn_sec	dec_time_warp_sec	dec_time_bpred_sec	dec_time_all_sec
E-KristenAndSara_1280x720_60p_yuv420_8b	0.004	0.06905381944444444	921600	36.80144850357122	0.0229385	0.0113992	0.0515548	0.0	0.0	0.0979985
E-KristenAndSara_1280x720_60p_yuv420_8b	0.02	0.03181423611111111	921600	32.94366994363818	0.00538254	0.00621172	0.027766	0.0	0.0	0.0449157
F-ArenaOfValor_1920x1080_60p_yuv420_8b	0.0001	0.7139467592592592	2073600	42.8515783999039	0.320467	0.0209882	0.0868899	0.0	0.0	0.441883
F-ArenaOfValor_1920x1080_60p_yuv420_8b	0.0004	0.34295524691358026	2073600	39.41913508050975	0.264644	0.0355474	0.118793	0.0	0.0	0.45146
F-ArenaOfValor_1920x1080_60p_yuv420_8b	0.001	0.21348765432098765	2073600	37.12217556571159	0.0982539	0.0101705	0.0597926	0.0	0.0	0.175772
F-ArenaOfValor_1920x1080_60p_yuv420_8b	0.004	0.0980054012345679	2073600	33.69130365664545	0.0617366	0.0202596	0.0861194	0.0	0.0	0.184515
F-ArenaOfValor_1920x1080_60p_yuv420_8b	0.02	0.04023533950617284	2073600	30.05946492032819	0.0160859	0.0103088	0.060033	0.0	0.0	0.093518
F-BasketballDrillText_832x480_50p_yuv420_8b	0.0001	0.7978766025641025	399360	42.495444891464764	0.0759882	0.0039813	0.017126	0.0	0.0	0.105525
F-BasketballDrillText_832x480_50p_yuv420_8b	0.0004	0.3936097756410256	399360	38.78397920659786	0.0661514	0.00729705	0.0243157	0.0	0.0	0.104461
F-BasketballDrillText_832x480_50p_yuv420_8b	0.001	0.23739983974358975	399360	36.750017537777794	0.0349206	0.0039772	0.0167478	0.0	0.0	0.0602855
F-BasketballDrillText_832x480_50p_yuv420_8b	0.004	0.12600160256410256	399360	33.588740323691646	0.0206314	0.0038731	0.016632	0.0	0.0	0.0457574
F-BasketballDrillText_832x480_50p_yuv420_8b	0.02	0.04809695512820513	399360	28.96663330956841	0.00245864	0.0053625	0.01794	0.0	0.0	0.0317318
F-SlideEditing_1280x720_30p_yuv420_8b	0.0001	0.7552604166666667	921600	44.83493291114996	0.135112	0.00914402	0.0383547	0.0	0.0	0.193245
F-SlideEditing_1280x720_30p_yuv420_8b	0.0004	0.5120052083333333	921600	41.97425095674198	0.0907753	0.00481849	0.0269479	0.0	0.0	0.128104
F-SlideEditing_1280x720_30p_yuv420_8b	0.001	0.40206597222222223	921600	39.33258951187295	0.119988	0.00933408	0.0388047	0.0	0.0	0.177514
F-SlideEditing_1280x720_30p_yuv420_8b	0.004	0.2823611111111111	921600	34.03716202603884	0.122599	0.009011	0.0374282	0.0	0.0	0.187144
F-SlideEditing_1280x720_30p_yuv420_8b	0.02	0.14678819444444444	921600	27.510985262236247	0.0616626	0.00518932	0.026538	0.0	0.0	0.0984301
F-SlideShow_1280x720_20p_yuv420_8b	0.0001	0.43802083333333336	921600	46.32350366373657	0.127962	0.0153265	0.0522303	0.0	0.0	0.206038
F-SlideShow_1280x720_20p_yuv420_8b	0.0004	0.2695138888888889	921600	43.4797399346388	0.0625676	0.00580846	0.0272105	0.0	0.0	0.103321
F-SlideShow_1280x720_20p_yuv420_8b	0.001	0.2105034722222222	921600	41.11718533538287	0.0594138	0.00616276	0.0271695	0.0	0.0	0.09948
F-SlideShow_1280x720_20p_yuv420_8b	0.004	0.1407986111111111	921600	36.86425395545366	0.0545949	0.00424292	0.0267255	0.0	0.0	0.0904529
F-SlideShow_1280x720_20p_yuv420_8b	0.02	0.07625868055555556	921600	29.86931924419096	0.0295687	0.00471304	0.0269508	0.0	0.0	0.066304
